Assignment 8 - Question 1 Aggregation Report

facility_name	provider_name	years_experience	facility_mean_experience	facility_std_experience	facility_zscore_experience	facility_total_service_charge
Primary Care Clinic	Jordan Johnson	34	20.102970297029703	11.077168491755957	1.2545651637702349	323315.71
Northside Urgent Care	Quinn Smith	24	20.137014314928425	10.581438670904161	0.3650718777677791	297283.06
Surgical Specialty Center	Jordan Wilson	11	20.778181818181817	11.35813247735185	-0.8608969685535488	349909.18
Oncology Treatment Center	Jamie Martinez	25	19.3811394891945	10.87238600488255	0.5168010506876958	334927.3
City General Hospital	Casey Williams	15	19.5630081300813	10.702137018258142	-0.42636420392456964	295508.13
Northside Urgent Care	Jamie Davis	22	20.137014314928425	10.581438670904161	0.17606166259737785	297283.06
Primary Care Clinic	Quinn Martinez	22	20.102970297029703	11.077168491755957	0.1712558317030329	323315.71
Emergency Medical Center	Alex Jones	3	19.66868686868687	11.023866696226115	-1.5120544658248807	310735.25
Northside Urgent Care	Morgan Garcia	33	20.137014314928425	10.581438670904161	1.2156178460345848	297283.06
City General Hospital	Avery Garcia	21	19.5630081300813	10.702137018258142	0.13427148871922978	295508.13
Surgical Specialty Center	Jordan Brown	37	20.778181818181817	11.35813247735185	1.428211742922046	349909.18
Oncology Treatment Center	Quinn Jones	21	19.3811394891945	10.87238600488255	0.1488965264918396	334927.3
Community Health Clinic	Jamie Brown	21	20.16078431372549	11.04401051893677	0.0759883092138981	334992.21
Surgical Specialty Center	Jordan Garcia	5	20.778181818181817	11.35813247735185	-1.3891528250479168	349909.18
Northside Urgent Care	Riley Rodriguez	30	20.137014314928425	10.581438670904161	0.9321025232789828	297283.06
Cardiology Specialty Center	Riley Brown	10	19.31972789115646	10.484611924077868	-0.8888958369316221	276658.83
Northside Urgent Care	Sam Garcia	10	20.137014314928425	10.581438670904161	-0.9579996284250296	297283.06
Northside Urgent Care	Jordan Smith	25	20.137014314928425	10.581438670904161	0.4595769853529797	297283.06
Cardiology Specialty Center	Taylor Williams	7	19.31972789115646	10.484611924077868	-1.1750294603526772	276658.83
Cardiology Specialty Center	Casey Anderson	28	19.31972789115646	10.484611924077868	0.8279059035947082	276658.83
Surgical Specialty Center	Riley Miller	16	20.778181818181817	11.35813247735185	-0.4206837548082421	349909.18
Northside Urgent Care	Cameron Smith	29	20.137014314928425	10.581438670904161	0.8375974156937822	297283.06
City General Hospital	Taylor Anderson	35	19.5630081300813	10.702137018258142	1.4424214382214284	295508.13
Pediatric Care Center	Taylor Davis	16	19.811676082862522	10.999242478915267	-0.3465398721929463	361811.04
Oncology Treatment Center	Cameron Johnson	39	19.3811394891945	10.87238600488255	1.8044668853731922	334927.3
Cardiology Specialty Center	Jamie Brown	4	19.31972789115646	10.484611924077868	-1.4611630837737322	276658.83
Northside Urgent Care	Jamie Garcia	17	20.137014314928425	10.581438670904161	-0.2964638753286253	297283.06
Oncology Treatment Center	Alex Rodriguez	25	19.3811394891945	10.87238600488255	0.5168010506876958	334927.3
Emergency Medical Center	Taylor Miller	35	19.66868686868687	11.023866696226115	1.3907382548957723	310735.25
City General Hospital	Riley Anderson	20	19.5630081300813	10.702137018258142	0.04083220661192988	295508.13
City General Hospital	Alex Garcia	22	19.5630081300813	10.702137018258142	0.22771077082652968	295508.13
Surgical Specialty Center	Jamie Brown	26	20.778181818181817	11.35813247735185	0.4597426726823713	349909.18
Pediatric Care Center	Taylor Rodriguez	6	19.811676082862522	10.999242478915267	-1.2556933906438086	361811.04
Emergency Medical Center	Taylor Miller	35	19.66868686868687	11.023866696226115	1.3907382548957723	310735.25
Regional Medical Center	Taylor Anderson	12	20.209205020920503	11.57593465333748	-0.7091613132554866	316284.98
Cardiology Specialty Center	Quinn Garcia	14	19.31972789115646	10.484611924077868	-0.5073843390368821	276658.83
Community Health Clinic	Avery Jones	7	20.16078431372549	11.04401051893677	-1.1916671295413168	334992.21
Oncology Treatment Center	Quinn Anderson	6	19.3811394891945	10.87238600488255	-1.230745439242621	334927.3
Oncology Treatment Center	Riley Anderson	9	19.3811394891945	10.87238600488255	-0.9548170460957289	334927.3
Oncology Treatment Center	Casey Williams	15	19.3811394891945	10.87238600488255	-0.4029602598019446	334927.3
Oncology Treatment Center	Alex Jones	14	19.3811394891945	10.87238600488255	-0.4949363908509087	334927.3
Northside Urgent Care	Drew Wilson	38	20.137014314928425	10.581438670904161	1.6881433839605877	297283.06
Northside Urgent Care	Cameron Davis	18	20.137014314928425	10.581438670904161	-0.20195876774342464	297283.06
Surgical Specialty Center	Sam Williams	38	20.778181818181817	11.35813247735185	1.5162543856711075	349909.18
Pediatric Care Center	Morgan Williams	21	19.811676082862522	10.999242478915267	0.10803688703248487	361811.04
Emergency Medical Center	Avery Smith	16	19.66868686868687	11.023866696226115	-0.33279492303211533	310735.25
Surgical Specialty Center	Avery Rodriguez	28	20.778181818181817	11.35813247735185	0.635827958180494	349909.18
Cardiology Specialty Center	Cameron Williams	17	19.31972789115646	10.484611924077868	-0.221250715615827	276658.83
Northside Urgent Care	Sam Williams	6	20.137014314928425	10.581438670904161	-1.3360200587658322	297283.06
Surgical Specialty Center	Quinn Jones	12	20.778181818181817	11.35813247735185	-0.7728543258044875	349909.18
Pediatric Care Center	Jamie Martinez	3	19.811676082862522	10.999242478915267	-1.5284394461790674	361811.04
Northside Urgent Care	Avery Smith	24	20.137014314928425	10.581438670904161	0.3650718777677791	297283.06
City General Hospital	Alex Wilson	26	19.5630081300813	10.702137018258142	0.6014678992557293	295508.13
Surgical Specialty Center	Cameron Wilson	24	20.778181818181817	11.35813247735185	0.2836573871842486	349909.18
Pediatric Care Center	Casey Anderson	11	19.811676082862522	10.999242478915267	-0.8011166314183774	361811.04
Oncology Treatment Center	Jamie Rodriguez	9	19.3811394891945	10.87238600488255	-0.9548170460957289	334927.3
Pediatric Care Center	Riley Brown	10	19.811676082862522	10.999242478915267	-0.8920319832634637	361811.04
Community Health Clinic	Taylor Davis	39	20.16078431372549	11.04401051893677	1.7058310161848889	334992.21
Surgical Specialty Center	Avery Miller	13	20.778181818181817	11.35813247735185	-0.6848116830554262	349909.18
City General Hospital	Quinn Williams	25	19.5630081300813	10.702137018258142	0.5080286171484294	295508.13
Oncology Treatment Center	Riley Smith	21	19.3811394891945	10.87238600488255	0.1488965264918396	334927.3
Northside Urgent Care	Jamie Williams	27	20.137014314928425	10.581438670904161	0.6485872005233809	297283.06
Cardiology Specialty Center	Sam Garcia	10	19.31972789115646	10.484611924077868	-0.8888958369316221	276658.83
Community Health Clinic	Quinn Brown	16	20.16078431372549	11.04401051893677	-0.37674577605582155	334992.21
Primary Care Clinic	Taylor Rodriguez	28	20.102970297029703	11.077168491755957	0.7129104977366338	323315.71
Regional Medical Center	Quinn Jones	30	20.209205020920503	11.57593465333748	0.8457887222313141	316284.98
Community Health Clinic	Quinn Johnson	26	20.16078431372549	11.04401051893677	0.5287223944836177	334992.21
Community Health Clinic	Sam Jones	39	20.16078431372549	11.04401051893677	1.7058310161848889	334992.21
Community Health Clinic	Jamie Rodriguez	19	20.16078431372549	11.04401051893677	-0.10510532489398977	334992.21
Emergency Medical Center	Casey Smith	34	19.66868686868687	11.023866696226115	1.300025982373252	310735.25
Primary Care Clinic	Jamie Martinez	4	20.102970297029703	11.077168491755957	-1.45370816639777	323315.71
Cardiology Specialty Center	Alex Wilson	26	19.31972789115646	10.484611924077868	0.6371501546473382	276658.83
Community Health Clinic	Avery Jones	7	20.16078431372549	11.04401051893677	-1.1916671295413168	334992.21
Primary Care Clinic	Casey Miller	12	20.102970297029703	11.077168491755957	-0.7315019450196353	323315.71
Emergency Medical Center	Alex Martinez	6	19.66868686868687	11.023866696226115	-1.2399176482573193	310735.25
City General Hospital	Drew Wilson	1	19.5630081300813	10.702137018258142	-1.7345141534267683	295508.13
Primary Care Clinic	Cameron Wilson	5	20.102970297029703	11.077168491755957	-1.363432388725503	323315.71
Northside Urgent Care	Taylor Miller	16	20.137014314928425	10.581438670904161	-0.39096898291382587	297283.06
Surgical Specialty Center	Drew Anderson	36	20.778181818181817	11.35813247735185	1.3401691001729847	349909.18
Northside Urgent Care	Sam Miller	33	20.137014314928425	10.581438670904161	1.2156178460345848	297283.06
Northside Urgent Care	Jordan Smith	20	20.137014314928425	10.581438670904161	-0.012948552573023393	297283.06
Primary Care Clinic	Cameron Wilson	5	20.102970297029703	11.077168491755957	-1.363432388725503	323315.71
City General Hospital	Alex Brown	20	19.5630081300813	10.702137018258142	0.04083220661192988	295508.13
Pediatric Care Center	Alex Brown	20	19.811676082862522	10.999242478915267	0.017121535187398635	361811.04
Primary Care Clinic	Jamie Brown	2	20.102970297029703	11.077168491755957	-1.6342597217423036	323315.71
Surgical Specialty Center	Alex Wilson	35	20.778181818181817	11.35813247735185	1.2521264574239235	349909.18
Primary Care Clinic	Alex Wilson	35	20.102970297029703	11.077168491755957	1.3448409414425015	323315.71
Community Health Clinic	Taylor Brown	23	20.16078431372549	11.04401051893677	0.25708194332178597	334992.21
Surgical Specialty Center	Riley Miller	17	20.778181818181817	11.35813247735185	-0.3326411120591808	349909.18
Regional Medical Center	Sam Williams	28	20.209205020920503	11.57593465333748	0.6730164960661139	316284.98
City General Hospital	Cameron Miller	4	19.5630081300813	10.702137018258142	-1.4541963071048687	295508.13
City General Hospital	Jordan Smith	34	19.5630081300813	10.702137018258142	1.3489821561141286	295508.13
City General Hospital	Jamie Rodriguez	19	19.5630081300813	10.702137018258142	-0.052607075495370026	295508.13
Oncology Treatment Center	Alex Garcia	3	19.3811394891945	10.87238600488255	-1.506673832389513	334927.3
Northside Urgent Care	Avery Smith	8	20.137014314928425	10.581438670904161	-1.1470098435954308	297283.06
Primary Care Clinic	Alex Smith	9	20.102970297029703	11.077168491755957	-1.002329278036436	323315.71
Surgical Specialty Center	Alex Williams	8	20.778181818181817	11.35813247735185	-1.1250248968007328	349909.18
Surgical Specialty Center	Morgan Anderson	19	20.778181818181817	11.35813247735185	-0.1565558265610581	349909.18
Pediatric Care Center	Drew Smith	4	19.811676082862522	10.999242478915267	-1.437524094333981	361811.04
Emergency Medical Center	Riley Miller	20	19.66868686868687	11.023866696226115	0.03005416705796631	310735.25
Primary Care Clinic	Morgan Davis	21	20.102970297029703	11.077168491755957	0.08098005403076607	323315.71
City General Hospital	Taylor Anderson	7	19.5630081300813	10.702137018258142	-1.1738784607829689	295508.13
Cardiology Specialty Center	Cameron Garcia	6	19.31972789115646	10.484611924077868	-1.2704073348263623	276658.83
Emergency Medical Center	Casey Garcia	28	19.66868686868687	11.023866696226115	0.7557523472381296	310735.25
Northside Urgent Care	Quinn Garcia	30	20.137014314928425	10.581438670904161	0.9321025232789828	297283.06
Oncology Treatment Center	Casey Johnson	19	19.3811394891945	10.87238600488255	-0.035055735606088476	334927.3
Primary Care Clinic	Quinn Brown	27	20.102970297029703	11.077168491755957	0.622634720064367	323315.71
Surgical Specialty Center	Taylor Anderson	33	20.778181818181817	11.35813247735185	1.0760411719258007	349909.18
Oncology Treatment Center	Riley Martinez	14	19.3811394891945	10.87238600488255	-0.4949363908509087	334927.3
Pediatric Care Center	Riley Williams	14	19.811676082862522	10.999242478915267	-0.5283705758831188	361811.04
Regional Medical Center	Jordan Wilson	25	20.209205020920503	11.57593465333748	0.41385815681831384	316284.98
Primary Care Clinic	Avery Davis	37	20.102970297029703	11.077168491755957	1.5253924967870351	323315.71
Community Health Clinic	Quinn Rodriguez	20	20.16078431372549	11.04401051893677	-0.014558507840045835	334992.21
Surgical Specialty Center	Morgan Wilson	24	20.778181818181817	11.35813247735185	0.2836573871842486	349909.18
Primary Care Clinic	Casey Williams	38	20.102970297029703	11.077168491755957	1.615668274459302	323315.71
Oncology Treatment Center	Avery Martinez	33	19.3811394891945	10.87238600488255	1.252610099079408	334927.3
Pediatric Care Center	Morgan Anderson	18	19.811676082862522	10.999242478915267	-0.16470916850277384	361811.04
City General Hospital	Alex Jones	3	19.5630081300813	10.702137018258142	-1.5476355892121685	295508.13
Surgical Specialty Center	Riley Miller	23	20.778181818181817	11.35813247735185	0.19561474443518728	349909.18
Emergency Medical Center	Taylor Williams	8	19.66868686868687	11.023866696226115	-1.0584931032122786	310735.25
Pediatric Care Center	Jamie Wilson	8	19.811676082862522	10.999242478915267	-1.073862686953636	361811.04
Surgical Specialty Center	Riley Miller	20	20.778181818181817	11.35813247735185	-0.06851318381199675	349909.18
Regional Medical Center	Casey Anderson	11	20.209205020920503	11.57593465333748	-0.7955474263380866	316284.98
Northside Urgent Care	Jamie Martinez	25	20.137014314928425	10.581438670904161	0.4595769853529797	297283.06
Oncology Treatment Center	Alex Martinez	18	19.3811394891945	10.87238600488255	-0.1270318666550525	334927.3
Oncology Treatment Center	Quinn Smith	19	19.3811394891945	10.87238600488255	-0.035055735606088476	334927.3
Northside Urgent Care	Quinn Garcia	30	20.137014314928425	10.581438670904161	0.9321025232789828	297283.06
Community Health Clinic	Quinn Johnson	26	20.16078431372549	11.04401051893677	0.5287223944836177	334992.21
City General Hospital	Jamie Martinez	4	19.5630081300813	10.702137018258142	-1.4541963071048687	295508.13
Oncology Treatment Center	Quinn Davis	12	19.3811394891945	10.87238600488255	-0.6788886529488367	334927.3
Surgical Specialty Center	Drew Rodriguez	8	20.778181818181817	11.35813247735185	-1.1250248968007328	349909.18
Northside Urgent Care	Sam Miller	11	20.137014314928425	10.581438670904161	-0.863494520839829	297283.06
Community Health Clinic	Taylor Smith	21	20.16078431372549	11.04401051893677	0.0759883092138981	334992.21
Emergency Medical Center	Taylor Martinez	26	19.66868686868687	11.023866696226115	0.5743278021930888	310735.25
Regional Medical Center	Quinn Brown	14	20.209205020920503	11.57593465333748	-0.5363890870902865	316284.98
Regional Medical Center	Avery Jones	7	20.209205020920503	11.57593465333748	-1.1410918786684867	316284.98
Surgical Specialty Center	Riley Miller	16	20.778181818181817	11.35813247735185	-0.4206837548082421	349909.18
City General Hospital	Avery Miller	13	19.5630081300813	10.702137018258142	-0.6132427681391694	295508.13
Emergency Medical Center	Riley Williams	17	19.66868686868687	11.023866696226115	-0.2420826505095949	310735.25
Cardiology Specialty Center	Quinn Rodriguez	35	19.31972789115646	10.484611924077868	1.4955510249105033	276658.83
Oncology Treatment Center	Sam Brown	5	19.3811394891945	10.87238600488255	-1.322721570291585	334927.3
City General Hospital	Quinn Johnson	26	19.5630081300813	10.702137018258142	0.6014678992557293	295508.13
City General Hospital	Jamie Miller	24	19.5630081300813	10.702137018258142	0.4145893350411295	295508.13
Pediatric Care Center	Quinn Martinez	34	19.811676082862522	10.999242478915267	1.289936461018606	361811.04
Pediatric Care Center	Sam Wilson	20	19.811676082862522	10.999242478915267	0.017121535187398635	361811.04
Primary Care Clinic	Sam Miller	11	20.102970297029703	11.077168491755957	-0.8217777226919022	323315.71
Pediatric Care Center	Alex Rodriguez	31	19.811676082862522	10.999242478915267	1.0171904054833472	361811.04
Pediatric Care Center	Drew Williams	27	19.811676082862522	10.999242478915267	0.6535289981030022	361811.04
Pediatric Care Center	Avery Rodriguez	28	19.811676082862522	10.999242478915267	0.7444443499480885	361811.04
Pediatric Care Center	Taylor Smith	21	19.811676082862522	10.999242478915267	0.10803688703248487	361811.04
Surgical Specialty Center	Alex Miller	14	20.778181818181817	11.35813247735185	-0.5967690403063648	349909.18
Oncology Treatment Center	Drew Jones	26	19.3811394891945	10.87238600488255	0.6087771817366598	334927.3
Oncology Treatment Center	Casey Wilson	30	19.3811394891945	10.87238600488255	0.9766817059325159	334927.3
Pediatric Care Center	Quinn Anderson	28	19.811676082862522	10.999242478915267	0.7444443499480885	361811.04
Community Health Clinic	Jamie Jones	11	20.16078431372549	11.04401051893677	-0.8294798613255412	334992.21
Emergency Medical Center	Taylor Anderson	33	19.66868686868687	11.023866696226115	1.2093137098507316	310735.25
Regional Medical Center	Alex Brown	11	20.209205020920503	11.57593465333748	-0.7955474263380866	316284.98
Emergency Medical Center	Cameron Anderson	1	19.66868686868687	11.023866696226115	-1.6934790108699214	310735.25
Oncology Treatment Center	Morgan Miller	34	19.3811394891945	10.87238600488255	1.3445862301283722	334927.3
Northside Urgent Care	Morgan Miller	9	20.137014314928425	10.581438670904161	-1.0525047360102302	297283.06
Emergency Medical Center	Cameron Davis	22	19.66868686868687	11.023866696226115	0.21147871210300712	310735.25
Cardiology Specialty Center	Casey Garcia	17	19.31972789115646	10.484611924077868	-0.221250715615827	276658.83
Primary Care Clinic	Jordan Jones	12	20.102970297029703	11.077168491755957	-0.7315019450196353	323315.71
Primary Care Clinic	Riley Miller	23	20.102970297029703	11.077168491755957	0.26153160937529973	323315.71
Cardiology Specialty Center	Jordan Anderson	17	19.31972789115646	10.484611924077868	-0.221250715615827	276658.83
Emergency Medical Center	Morgan Williams	12	19.66868686868687	11.023866696226115	-0.6956440131221969	310735.25
Community Health Clinic	Sam Johnson	4	20.16078431372549	11.04401051893677	-1.4633075807031488	334992.21
Pediatric Care Center	Jordan Wilson	30	19.811676082862522	10.999242478915267	0.9262750536382609	361811.04
Pediatric Care Center	Taylor Smith	35	19.811676082862522	10.999242478915267	1.3808518128636922	361811.04
Community Health Clinic	Cameron Anderson	39	20.16078431372549	11.04401051893677	1.7058310161848889	334992.21
Community Health Clinic	Taylor Davis	9	20.16078431372549	11.04401051893677	-1.0105734954334291	334992.21
Community Health Clinic	Jamie Jones	20	20.16078431372549	11.04401051893677	-0.014558507840045835	334992.21
Surgical Specialty Center	Jordan Martinez	30	20.778181818181817	11.35813247735185	0.8119132436786167	349909.18
Pediatric Care Center	Jamie Jones	6	19.811676082862522	10.999242478915267	-1.2556933906438086	361811.04
Cardiology Specialty Center	Avery Brown	3	19.31972789115646	10.484611924077868	-1.5565409582474172	276658.83
Primary Care Clinic	Jamie Brown	21	20.102970297029703	11.077168491755957	0.08098005403076607	323315.71
Surgical Specialty Center	Taylor Johnson	36	20.778181818181817	11.35813247735185	1.3401691001729847	349909.18
Cardiology Specialty Center	Avery Jones	19	19.31972789115646	10.484611924077868	-0.03049496666845696	276658.83
Northside Urgent Care	Quinn Smith	23	20.137014314928425	10.581438670904161	0.27056677018257846	297283.06
City General Hospital	Drew Jones	1	19.5630081300813	10.702137018258142	-1.7345141534267683	295508.13
Emergency Medical Center	Taylor Smith	38	19.66868686868687	11.023866696226115	1.6628750724633337	310735.25
Emergency Medical Center	Morgan Williams	2	19.66868686868687	11.023866696226115	-1.602766738347401	310735.25
City General Hospital	Riley Miller	17	19.5630081300813	10.702137018258142	-0.23948563970996983	295508.13
Emergency Medical Center	Sam Jones	28	19.66868686868687	11.023866696226115	0.7557523472381296	310735.25
Community Health Clinic	Jordan Anderson	17	20.16078431372549	11.04401051893677	-0.28619895900187764	334992.21
Regional Medical Center	Taylor Davis	37	20.209205020920503	11.57593465333748	1.4504915138095142	316284.98
Surgical Specialty Center	Cameron Miller	30	20.778181818181817	11.35813247735185	0.8119132436786167	349909.18
Regional Medical Center	Avery Anderson	26	20.209205020920503	11.57593465333748	0.5002442699009139	316284.98
Regional Medical Center	Quinn Brown	27	20.209205020920503	11.57593465333748	0.5866303829835139	316284.98
Oncology Treatment Center	Cameron Smith	29	19.3811394891945	10.87238600488255	0.884705574883552	334927.3
Primary Care Clinic	Drew Wilson	8	20.102970297029703	11.077168491755957	-1.0926050557087026	323315.71
Regional Medical Center	Cameron Miller	20	20.209205020920503	11.57593465333748	-0.018072408594686316	316284.98
Pediatric Care Center	Riley Miller	37	19.811676082862522	10.999242478915267	1.5626825165538645	361811.04
Oncology Treatment Center	Drew Wilson	1	19.3811394891945	10.87238600488255	-1.6906260944874412	334927.3
Community Health Clinic	Alex Wilson	37	20.16078431372549	11.04401051893677	1.524737382077001	334992.21
Northside Urgent Care	Taylor Anderson	22	20.137014314928425	10.581438670904161	0.17606166259737785	297283.06
Emergency Medical Center	Morgan Miller	15	19.66868686868687	11.023866696226115	-0.42350719555463573	310735.25
Oncology Treatment Center	Jamie Jones	3	19.3811394891945	10.87238600488255	-1.506673832389513	334927.3
Cardiology Specialty Center	Riley Johnson	23	19.31972789115646	10.484611924077868	0.3510165312262831	276658.83
Emergency Medical Center	Casey Miller	28	19.66868686868687	11.023866696226115	0.7557523472381296	310735.25
Cardiology Specialty Center	Morgan Brown	7	19.31972789115646	10.484611924077868	-1.1750294603526772	276658.83
Regional Medical Center	Quinn Smith	23	20.209205020920503	11.57593465333748	0.2410859306531138	316284.98
Cardiology Specialty Center	Jordan Johnson	7	19.31972789115646	10.484611924077868	-1.1750294603526772	276658.83
Surgical Specialty Center	Quinn Davis	12	20.778181818181817	11.35813247735185	-0.7728543258044875	349909.18
Cardiology Specialty Center	Alex Jones	19	19.31972789115646	10.484611924077868	-0.03049496666845696	276658.83
Pediatric Care Center	Riley Smith	19	19.811676082862522	10.999242478915267	-0.0737938166576876	361811.04
Northside Urgent Care	Jamie Williams	5	20.137014314928425	10.581438670904161	-1.4305251663510328	297283.06
Surgical Specialty Center	Sam Johnson	22	20.778181818181817	11.35813247735185	0.10757210168612592	349909.18
Cardiology Specialty Center	Drew Williams	26	19.31972789115646	10.484611924077868	0.6371501546473382	276658.83
Oncology Treatment Center	Jordan Wilson	4	19.3811394891945	10.87238600488255	-1.414697701340549	334927.3
Emergency Medical Center	Drew Williams	2	19.66868686868687	11.023866696226115	-1.602766738347401	310735.25
Northside Urgent Care	Avery Miller	7	20.137014314928425	10.581438670904161	-1.2415149511806314	297283.06
Regional Medical Center	Sam Rodriguez	21	20.209205020920503	11.57593465333748	0.06831370448791373	316284.98
City General Hospital	Jamie Martinez	25	19.5630081300813	10.702137018258142	0.5080286171484294	295508.13
Surgical Specialty Center	Taylor Davis	16	20.778181818181817	11.35813247735185	-0.4206837548082421	349909.18
City General Hospital	Casey Williams	15	19.5630081300813	10.702137018258142	-0.42636420392456964	295508.13
Emergency Medical Center	Taylor Smith	21	19.66868686868687	11.023866696226115	0.12076643958048672	310735.25
Primary Care Clinic	Riley Martinez	12	20.102970297029703	11.077168491755957	-0.7315019450196353	323315.71
Surgical Specialty Center	Sam Williams	28	20.778181818181817	11.35813247735185	0.635827958180494	349909.18
Northside Urgent Care	Riley Martinez	26	20.137014314928425	10.581438670904161	0.5540820929381803	297283.06
Cardiology Specialty Center	Taylor Anderson	33	19.31972789115646	10.484611924077868	1.3047952759631332	276658.83
Cardiology Specialty Center	Jamie Jones	33	19.31972789115646	10.484611924077868	1.3047952759631332	276658.83
Cardiology Specialty Center	Quinn Smith	19	19.31972789115646	10.484611924077868	-0.03049496666845696	276658.83
Regional Medical Center	Quinn Rodriguez	5	20.209205020920503	11.57593465333748	-1.3138641048336868	316284.98
Regional Medical Center	Casey Anderson	30	20.209205020920503	11.57593465333748	0.8457887222313141	316284.98
Northside Urgent Care	Cameron Davis	22	20.137014314928425	10.581438670904161	0.17606166259737785	297283.06
Emergency Medical Center	Sam Jones	28	19.66868686868687	11.023866696226115	0.7557523472381296	310735.25
Primary Care Clinic	Alex Garcia	3	20.102970297029703	11.077168491755957	-1.5439839440700367	323315.71
Regional Medical Center	Jordan Wilson	24	20.209205020920503	11.57593465333748	0.3274720437357138	316284.98
Regional Medical Center	Cameron Brown	33	20.209205020920503	11.57593465333748	1.1049470614791141	316284.98
Northside Urgent Care	Taylor Brown	10	20.137014314928425	10.581438670904161	-0.9579996284250296	297283.06
Oncology Treatment Center	Drew Wilson	37	19.3811394891945	10.87238600488255	1.6205146232752643	334927.3
Cardiology Specialty Center	Riley Rodriguez	30	19.31972789115646	10.484611924077868	1.0186616525420782	276658.83
Northside Urgent Care	Avery Miller	24	20.137014314928425	10.581438670904161	0.3650718777677791	297283.06
Emergency Medical Center	Jamie Rodriguez	19	19.66868686868687	11.023866696226115	-0.06065810546455409	310735.25
Primary Care Clinic	Sam Miller	11	20.102970297029703	11.077168491755957	-0.8217777226919022	323315.71
Surgical Specialty Center	Taylor Rodriguez	28	20.778181818181817	11.35813247735185	0.635827958180494	349909.18
Primary Care Clinic	Taylor Anderson	33	20.102970297029703	11.077168491755957	1.164289386097968	323315.71
Pediatric Care Center	Cameron Williams	4	19.811676082862522	10.999242478915267	-1.437524094333981	361811.04
City General Hospital	Cameron Brown	33	19.5630081300813	10.702137018258142	1.2555428740068286	295508.13
Oncology Treatment Center	Alex Jones	4	19.3811394891945	10.87238600488255	-1.414697701340549	334927.3
Regional Medical Center	Riley Williams	14	20.209205020920503	11.57593465333748	-0.5363890870902865	316284.98
Pediatric Care Center	Taylor Williams	15	19.811676082862522	10.999242478915267	-0.43745522403803255	361811.04
Surgical Specialty Center	Casey Smith	34	20.778181818181817	11.35813247735185	1.164083814674862	349909.18
Community Health Clinic	Alex Williams	15	20.16078431372549	11.04401051893677	-0.4672925931097655	334992.21
Emergency Medical Center	Morgan Garcia	36	19.66868686868687	11.023866696226115	1.4814505274182928	310735.25
City General Hospital	Riley Martinez	12	19.5630081300813	10.702137018258142	-0.7066820502464694	295508.13
Pediatric Care Center	Riley Rodriguez	35	19.811676082862522	10.999242478915267	1.3808518128636922	361811.04
Pediatric Care Center	Casey Jones	21	19.811676082862522	10.999242478915267	0.10803688703248487	361811.04
City General Hospital	Cameron Anderson	32	19.5630081300813	10.702137018258142	1.1621035918995288	295508.13
Community Health Clinic	Alex Garcia	27	20.16078431372549	11.04401051893677	0.6192692115375616	334992.21
Surgical Specialty Center	Jordan Anderson	17	20.778181818181817	11.35813247735185	-0.3326411120591808	349909.18
Surgical Specialty Center	Quinn Wilson	25	20.778181818181817	11.35813247735185	0.37170002993330997	349909.18
City General Hospital	Alex Miller	27	19.5630081300813	10.702137018258142	0.6949071813630292	295508.13
Pediatric Care Center	Taylor Brown	23	19.811676082862522	10.999242478915267	0.28986759072265733	361811.04
Surgical Specialty Center	Alex Garcia	3	20.778181818181817	11.35813247735185	-1.5652381105460396	349909.18
City General Hospital	Riley Anderson	20	19.5630081300813	10.702137018258142	0.04083220661192988	295508.13
Community Health Clinic	Jordan Miller	22	20.16078431372549	11.04401051893677	0.16653512626784203	334992.21
City General Hospital	Avery Rodriguez	28	19.5630081300813	10.702137018258142	0.7883464634703291	295508.13
Primary Care Clinic	Quinn Anderson	17	20.102970297029703	11.077168491755957	-0.28012305665830123	323315.71
Community Health Clinic	Jordan Wilson	25	20.16078431372549	11.04401051893677	0.43817557742967383	334992.21
Surgical Specialty Center	Quinn Garcia	19	20.778181818181817	11.35813247735185	-0.1565558265610581	349909.18
Northside Urgent Care	Taylor Rodriguez	17	20.137014314928425	10.581438670904161	-0.2964638753286253	297283.06
Pediatric Care Center	Sam Miller	11	19.811676082862522	10.999242478915267	-0.8011166314183774	361811.04
Cardiology Specialty Center	Taylor Brown	10	19.31972789115646	10.484611924077868	-0.8888958369316221	276658.83
Surgical Specialty Center	Riley Jones	9	20.778181818181817	11.35813247735185	-1.0369822540516715	349909.18
Pediatric Care Center	Avery Wilson	33	19.811676082862522	10.999242478915267	1.1990211091735197	361811.04
Cardiology Specialty Center	Drew Anderson	37	19.31972789115646	10.484611924077868	1.6863067738578734	276658.83
Surgical Specialty Center	Cameron Wilson	24	20.778181818181817	11.35813247735185	0.2836573871842486	349909.18
Oncology Treatment Center	Cameron Davis	36	19.3811394891945	10.87238600488255	1.5285384922263001	334927.3
City General Hospital	Jamie Smith	21	19.5630081300813	10.702137018258142	0.13427148871922978	295508.13
Oncology Treatment Center	Taylor Brown	23	19.3811394891945	10.87238600488255	0.3328487885897677	334927.3
Regional Medical Center	Cameron Davis	24	20.209205020920503	11.57593465333748	0.3274720437357138	316284.98
Northside Urgent Care	Quinn Johnson	26	20.137014314928425	10.581438670904161	0.5540820929381803	297283.06
Emergency Medical Center	Alex Jones	3	19.66868686868687	11.023866696226115	-1.5120544658248807	310735.25
